2025-10-21T16:03:09.012114,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,1.0094129678446415,RAYDIUM
2025-10-21T16:03:09.012114,2FPyTwcZLUg1MDrwsyoP4D6s1tM7hAkHYRjkNb5w6Pxk,543.7792696233813,RAYDIUM
2025-10-21T16:03:09.012114,2jcHBYd9T2Mc9nhvFEBCDuBN1XjbbQUVow67WGWhv6zT,2.531097425835089,RAYDIUM
2025-10-21T16:03:09.012114,2VhjJ9WxaGC3EZFwJG9BDUs9KxKCAjQY4vgd1qxgYWVg,0,RAYDIUM
2025-10-21T16:03:09.012114,2wmKXX1xsxLfrvjEPrt2UHiqj8Gbzwxvffr9qmNjsw8g,0,RAYDIUM
2025-10-21T16:03:09.012114,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,0.023350010848804878,RAYDIUM
2025-10-21T16:03:09.012114,333iHoRM2Awhf9uVZtSyTfU8AekdGrgQePZsKMFPgKmS,0,RAYDIUM
2025-10-21T16:03:09.012114,3bRTivrVsitbmCTGtqwp7hxXPsybkjn4XLNtPsHqa3zR,0.006813870204142369,RAYDIUM
2025-10-21T16:03:09.012114,3eamaYJ7yicyRd3mYz4YeNyNPGVo6zMmKUp5UP25AxRM,0.990437093603624,RAYDIUM
2025-10-21T16:03:09.012114,3FoUAsGDbvTD6YZ4wVKJgTB76onJUKz7GPEBNiR5b8wc,0.00012058996939593708,RAYDIUM
2025-10-21T16:03:09.012114,3HCp6NoJnUaG6JtEDmRkxTM3uA8YB6JiM9C3HcUSEHe8,0,RAYDIUM
2025-10-21T16:03:09.012114,3joMReCCSESngJEpFLoKR2dNcChjSRCDtybQet5uSpse,5.864529723138701e-06,RAYDIUM
2025-10-21T16:03:09.012114,3JSf5tPeuscJGtaCp5giEiDhv51gQ4v3zWg8DGgyLfAB,0,RAYDIUM
2025-10-21T16:03:09.012114,3K6rftdAaQYMPunrtNRHgnK2UAtjm2JwyT2oCiTDouYE,0.1142080959613693,RAYDIUM
2025-10-21T16:03:09.012114,3ThdFZQKM6kRyVGLG48kaPg5TRMhYMKY1iCRa9xop1WC,1.0118865273988003,RAYDIUM
2025-10-21T16:03:09.012114,49c7WuCZkQgc3M4qH8WuEUNXfgwupZf1xqWkDQ7gjRGt,0.21692330211435787,RAYDIUM
